"tag","freq"
"<U+4F1A>",12
"<U+5206>",12
"<U+5728>",12
"<U+591A>",12
"<U+5A18>",12
"<U+5E74>",12
"<U+05E6>",11
"<U+0631>",11
"<U+1E45>",11
"<U+3070>",11
"<U+30A8>",11
"<U+30D4>",11
"<U+4E3B>",11
"<U+4ED6>",11
"<U+4EE5>",11
"<U+5473>",11
"<U+5F7C>",11
"<U+65B9>",11
"<U+697D>",11
"<U+6C17>",11
"<U+7528>",11
"<U+81EA>",11
"<U+8A00>",11
"<U+FF65>",11
"<U+0418>",10
"<U+05D7>",10
"<U+1F00>",10
"<U+202C>",10
"<U+5730>",10
"<U+592B>",10
"<U+597D>",10
"<U+5F8C>",10
"<U+7269>",10
"<U+771F>",10
"<U+7F8E>",10
"<U+826F>",10
"<U+F0FC>",10
"<U+094D>",9
"<U+1F30>",9
"<U+1F70>",9
"<U+2193>",9
"<U+272D>",9
"<U+3083>",9
"<U+4E3A>",9
"<U+51FA>",9
"<U+5916>",9
"<U+5C0F>",9
"<U+5F53>",9
"<U+5FA9>",9
"<U+6765>",9
"<U+8981>",9
"<U+91D1>",9
"<U+041F>",8
"<U+0420>",8
"<U+0436>",8
"<U+093E>",8
"<U+0BCD>",8
"<U+202D>",8
"<U+300C>",8
"<U+300D>",8
"<U+30BB>",8
"<U+30C6>",8
"<U+30CA>",8
"<U+30D0>",8
"<U+4F5C>",8
"<U+4F9B>",8
"<U+5316>",8
"<U+53F0>",8
"<U+540C>",8
"<U+5F88>",8
"<U+66F8>",8
"<U+6771>",8
"<U+6C34>",8
"<U+6D3B>",8
"<U+7063>",8
"<U+7406>",8
"<U+8D70>",8
"<U+9678>",8
"<U+98DF>",8
"<U+F0B7>",8
"<U+0097>",7
"<U+0098>",7
"<U+0375>",7
"<U+03C7>",7
"<U+03CE>",7
"<U+0444>",7
"<U+0447>",7
"<U+05D6>",7
"<U+05DA>",7
"<U+093F>",7
"<U+1EBF>",7
"<U+1F21>",7
"<U+1FC6>",7
"<U+1FD6>",7
"<U+2190>",7
"<U+25E6>",7
"<U+2661>",7
"<U+305A>",7
"<U+3079>",7
"<U+30AE>",7
"<U+30B5>",7
"<U+30CD>",7
"<U+30D9>",7
"<U+30E0>",7
"<U+4E16>",7
"<U+4E5F>",7
"<U+4ED5>",7
"<U+5199>",7
"<U+529B>",7
"<U+53BB>",7
"<U+5408>",7
"<U+56E0>",7
"<U+5C11>",7
"<U+5FC3>",7
"<U+6301>",7
"<U+6700>",7
"<U+671D>",7
"<U+6B21>",7
"<U+6CA1>",7
"<U+6D77>",7
"<U+7686>",7
"<U+796D>",7
"<U+7D20>",7
"<U+7FA9>",7
"<U+88AB>",7
"<U+8A71>",7
"<U+9023>",7
"<U+9577>",7
"<U+95A2>",7
"<U+9762>",7
"<U+B9AC>",7
"<U+C758>",7
"<U+F04A>",7
"<U+03CD>",6
"<U+0411>",6
"<U+0412>",6
"<U+0417>",6
"<U+041A>",6
"<U+0446>",6
"<U+0448>",6
"<U+05B8>",6
"<U+05BC>",6
"<U+0646>",6
"<U+064A>",6
"<U+0930>",6
"<U+1ECD>",6
"<U+1F50>",6
"<U+1F74>",6
"<U+1FF7>",6
"<U+2154>",6
"<U+25CB>",6
"<U+301C>",6
"<U+3056>",6
"<U+307B>",6
"<U+30AA>",6
"<U+30AC>",6
"<U+30CE>",6
"<U+30DF>",6
"<U+4E0B>",6
"<U+4E57>",6
"<U+4E8C>",6
"<U+4F55>",6
"<U+5168>",6
"<U+540D>",6
"<U+56DE>",6
"<U+591C>",6
"<U+5929>",6
"<U+592A>",6
"<U+5B9D>",6
"<U+6240>",6
"<U+6559>",6
"<U+65B0>",6
"<U+661F>",6
"<U+6728>",6
"<U+6CD5>",6
"<U+70B9>",6
"<U+7231>",6
"<U+77E5>",6
"<U+795D>",6
"<U+7D42>",6
"<U+8005>",6
"<U+8853>",6
"<U+8FC7>",6
"<U+90A3>",6
"<U+9AD8>",6
"<U+C5B4>",6
"<U+0093>",5
"<U+0094>",5
"<U+039A>",5
"<U+0413>",5
"<U+0414>",5
"<U+041D>",5
"<U+044E>",5
"<U+05D2>",5
"<U+05E1>",5
"<U+062D>",5
"<U+0647>",5
"<U+0915>",5
"<U+092C>",5
"<U+1ECB>",5
"<U+1ED9>",5
"<U+1F04>",5
"<U+1F11>",5
"<U+1FF6>",5
"<U+2043>",5
"<U+2192>",5
"<U+266B>",5
"<U+3072>",5
"<U+3076>",5
"<U+3080>",5
"<U+3087>",5
"<U+30A7>",5
"<U+30B1>",5
"<U+30B4>",5
"<U+30D1>",5
"<U+30EF>",5
"<U+4E09>",5
"<U+4E0E>",5
"<U+4E86>",5
"<U+4F53>",5
"<U+5024>",5
"<U+52A0>",5
"<U+53EF>",5
"<U+559C>",5
"<U+59CB>",5
"<U+5C31>",5
"<U+5C45>",5
"<U+5EA6>",5
"<U+5F71>",5
"<U+610F>",5
"<U+65CF>",5
"<U+679C>",5
"<U+6B73>",5
"<U+6BDB>",5
"<U+6C7A>",5
"<U+706B>",5
"<U+7136>",5
"<U+73FE>",5
"<U+793E>",5
"<U+79FB>",5
"<U+7D50>",5
"<U+7DD2>",5
"<U+800C>",5
"<U+80FD>",5
"<U+89AA>",5
"<U+8A8D>",5
"<U+8FD1>",5
"<U+901A>",5
"<U+904E>",5
"<U+98F2>",5
"<U+B354>",5
"<U+B77C>",5
"<U+C18C>",5
"<U+C6B0>",5
"<U+D06C>",5
"<U+D55C>",5
"<U+0096>",4
"<U+009F>",4
"<U+02BB>",4
"<U+03A0>",4
"<U+03B6>",4
"<U+041E>",4
"<U+0425>",4
"<U+04E7>",4
"<U+05D8>",4
"<U+0628>",4
"<U+062A>",4
"<U+0633>",4
"<U+0642>",4
"<U+0648>",4
"<U+06A9>",4
"<U+091C>",4
"<U+0926>",4
"<U+092E>",4
"<U+0938>",4
"<U+0940>",4
"<U+0941>",4
"<U+0BB3>",4
"<U+0BC1>",4
"<U+1F31>",4
"<U+1F51>",4
"<U+1F55>",4
"<U+1F72>",4
"<U+1FF3>",4
"<U+200F>",4
"<U+2153>",4
"<U+2191>",4
"<U+25BD>",4
"<U+2708>",4
"<U+2764>",4
"<U+3005>",4
"<U+3010>",4
"<U+3011>",4
"<U+30A1>",4
"<U+30B6>",4
"<U+4E48>",4
"<U+4E9B>",4
"<U+4EAC>",4
"<U+4F46>",4
"<U+4F7F>",4
"<U+500B>",4
"<U+5011>",4
"<U+50CF>",4
"<U+5143>",4
"<U+5177>",4
"<U+521D>",4
"<U+5230>",4
"<U+5236>",4
"<U+52D5>",4
"<U+5341>",4
"<U+5375>",4
"<U+539F>",4
"<U+53C2>",4
"<U+53D7>",4
"<U+5438>",4
"<U+5478>",4
"<U+5834>",4
"<U+5B57>",4
"<U+5B66>",4
"<U+5B9F>",4
"<U+5BFE>",4
"<U+5F35>",4
"<U+5FF5>",4
"<U+6587>",4
"<U+6599>",4
"<U+660E>",4
"<U+6674>",4
"<U+66F2>",4
"<U+671F>",4
"<U+68A6>",4
"<U+696D>",4
"<U+6BB5>",4
"<U+6E96>",4
"<U+72B6>",4
"<U+73B0>",4
"<U+753B>",4
"<U+767D>",4
"<U+7AE0>",4
"<U+7B49>",4
"<U+8003>",4
"<U+80B2>",4
"<U+8208>",4
"<U+8349>",4
"<U+8857>",4
"<U+8A08>",4
"<U+8AAD>",4
"<U+8BF4>",4
"<U+8DB3>",4
"<U+8DDD>",4
"<U+904A>",4
"<U+9053>",4
"<U+9055>",4
"<U+9069>",4
"<U+91CD>",4
"<U+958B>",4
"<U+9662>",4
"<U+96E2>",4
"<U+AE30>",4
"<U+B3C4>",4
"<U+B4E4>",4
"<U+BD10>",4
"<U+BE44>",4
"<U+C0AC>",4
"<U+C2DC>",4
"<U+C544>",4
"<U+C9C0>",4
"<U+FF70>",4
"<U+FF9F>",4
"<U+008A>",3
"<U+01DD>",3
"<U+03A7>",3
"<U+05B0>",3
"<U+05B4>",3
"<U+05B6>",3
"<U+05E3>",3
"<U+0630>",3
"<U+0634>",3
"<U+0641>",3
"<U+0643>",3
"<U+06AF>",3
"<U+06CC>",3
"<U+0928>",3
"<U+092A>",3
"<U+092F>",3
"<U+0932>",3
"<U+0935>",3
"<U+0B95>",3
"<U+0BA4>",3
"<U+0BBF>",3
"<U+122D>",3
"<U+1EDD>",3
"<U+1EE3>",3
"<U+1F01>",3
"<U+1F35>",3
"<U+1F61>",3
"<U+1FC3>",3
"<U+201F>",3
"<U+2103>",3
"<U+21D0>",3
"<U+30A6>",3
"<U+30BD>",3
"<U+30CF>",3
"<U+30D2>",3
"<U+4E39>",3
"<U+4F01>",3
"<U+4F4D>",3
"<U+4F60>",3
"<U+4FC2>",3
"<U+4FDD>",3
"<U+512A>",3
"<U+51E6>",3
"<U+5305>",3
"<U+53D1>",3
"<U+53D6>",3
"<U+53EA>",3
"<U+5462>",3
"<U+548C>",3
"<U+5761>",3
"<U+57FA>",3
"<U+58F0>",3
"<U+5B09>",3
"<U+5B8C>",3
"<U+5B97>",3
"<U+5B9A>",3
"<U+5BDD>",3
"<U+5BF9>",3
"<U+5C40>",3
"<U+5C4A>",3
"<U+5C55>",3
"<U+5C71>",3
"<U+5E38>",3
"<U+5E73>",3
"<U+5E94>",3
"<U+5EA7>",3
"<U+5F97>",3
"<U+6027>",3
"<U+606D>",3
"<U+60F3>",3
"<U+63B2>",3
"<U+643A>",3
"<U+653E>",3
"<U+6570>",3
"<U+69D8>",3
"<U+6B7B>",3
"<U+6B8B>",3
"<U+6BD4>",3
"<U+6C92>",3
"<U+6CC1>",3
"<U+6D88>",3
"<U+6DF1>",3
"<U+6FC0>",3
"<U+7279>",3
"<U+73A9>",3
"<U+751F>",3
"<U+7531>",3
"<U+754C>",3
"<U+756A>",3
"<U+7576>",3
"<U+767A>",3
"<U+76F4>",3
"<U+7740>",3
"<U+798F>",3
"<U+7A0B>",3
"<U+7ACB>",3
"<U+7B2C>",3
"<U+7B97>",3
"<U+7C21>",3
"<U+7CD5>",3
"<U+7D30>",3
"<U+7D4C>",3
"<U+7EA2>",3
"<U+7F6E>",3
"<U+8001>",3
"<U+8150>",3
"<U+82E6>",3
"<U+86CB>",3
"<U+8A9E>",3
"<U+8BA4>",3
"<U+8C61>",3
"<U+8CC7>",3
"<U+8EAB>",3
"<U+8ECA>",3
"<U+8F09>",3
"<U+8FD9>",3
"<U+9031>",3
"<U+9032>",3
"<U+9322>",3
"<U+9648>",3
"<U+96A0>",3
"<U+96C6>",3
"<U+AC04>",3
"<U+ADF8>",3
"<U+B098>",3
"<U+B0B4>",3
"<U+B144>",3
"<U+B2E4>",3
"<U+B300>",3
"<U+B4DC>",3
"<U+B808>",3
"<U+C6B4>",3
"<U+C838>",3
"<U+CD78>",3
"<U+F02D>",3
"<U+F0A8>",3
"<U+F0CF>",3
"<U+0250>",2
"<U+0279>",2
"<U+0287>",2
"<U+03C8>",2
"<U+041B>",2
"<U+041C>",2
"<U+0422>",2
"<U+0428>",2
"<U+0449>",2
"<U+04E6>",2
"<U+05B7>",2
"<U+05C1>",2
"<U+0629>",2
"<U+062F>",2
"<U+0632>",2
"<U+06C1>",2
"<U+06D2>",2
"<U+0902>",2
"<U+0908>",2
"<U+0925>",2
"<U+0936>",2
"<U+0947>",2
"<U+0995>",2
"<U+09BE>",2
"<U+0BAA>",2
"<U+0BB1>",2
"<U+0BB2>",2
"<U+0BB5>",2
"<U+0BC6>",2
"<U+1208>",2
"<U+1218>",2
"<U+1235>",2
"<U+1264>",2
"<U+127C>",2
"<U+1295>",2
"<U+130C>",2
"<U+134D>",2
"<U+1E24>",2
"<U+1EA1>",2
"<U+1EB7>",2
"<U+1ED5>",2
"<U+1F34>",2
"<U+1F41>",2
"<U+1F56>",2
"<U+1F57>",2
"<U+1F65>",2
"<U+1FB6>",2
"<U+1FBD>",2
"<U+1FBF>",2
"<U+201B>",2
"<U+215B>",2
"<U+2207>",2
"<U+2312>",2
"<U+262E>",2
"<U+2714>",2
"<U+3041>",2
"<U+3052>",2
"<U+3073>",2
"<U+30DA>",2
"<U+30DB>",2
"<U+30E2>",2
"<U+30E5>",2
"<U+30F4>",2
"<U+30F6>",2
"<U+3160>",2
"<U+4E2A>",2
"<U+4E45>",2
"<U+4E4B>",2
"<U+4E54>",2
"<U+4E95>",2
"<U+4EC0>",2
"<U+4ECB>",2
"<U+4ED8>",2
"<U+4F11>",2
"<U+4F4F>",2
"<U+4FA1>",2
"<U+4FBF>",2
"<U+50BB>",2
"<U+5146>",2
"<U+5148>",2
"<U+5154>",2
"<U+516C>",2
"<U+5185>",2
"<U+51C6>",2
"<U+51E1>",2
"<U+5217>",2
"<U+5225>",2
"<U+5229>",2
"<U+523A>",2
"<U+523B>",2
"<U+525B>",2
"<U+52B3>",2
"<U+52E7>",2
"<U+5317>",2
"<U+5358>",2
"<U+5374>",2
"<U+53C8>",2
"<U+53E3>",2
"<U+5411>",2
"<U+542B>",2
"<U+547C>",2
"<U+5481>",2
"<U+54C1>",2
"<U+5546>",2
"<U+5584>",2
"<U+55AE>",2
"<U+56C2>",2
"<U+56E1>",2
"<U+56F2>",2
"<U+570B>",2
"<U+571F>",2
"<U+573A>",2
"<U+575B>",2
"<U+57DF>",2
"<U+5883>",2
"<U+58F2>",2
"<U+5915>",2
"<U+5956>",2
"<U+5982>",2
"<U+59B9>",2
"<U+5B58>",2
"<U+5B78>",2
"<U+5B98>",2
"<U+5BA2>",2
"<U+5BA4>",2
"<U+5BC6>",2
"<U+5BCC>",2
"<U+5C06>",2
"<U+5E2B>",2
"<U+5E2F>",2
"<U+5E72>",2
"<U+5EFA>",2
"<U+5F31>",2
"<U+5F37>",2
"<U+5F80>",2
"<U+5F91>",2
"<U+5FC5>",2
"<U+5FD7>",2
"<U+5FDC>",2
"<U+5FEB>",2
"<U+60C5>",2
"<U+611B>",2
"<U+61C9>",2
"<U+6210>",2
"<U+623B>",2
"<U+624D>",2
"<U+6298>",2
"<U+62CD>",2
"<U+62D2>",2
"<U+62FF>",2
"<U+6307>",2
"<U+63A2>",2
"<U+63A8>",2
"<U+63D0>",2
"<U+63F4>",2
"<U+64AE>",2
"<U+64CD>",2
"<U+652F>",2
"<U+6539>",2
"<U+6545>",2
"<U+65AD>",2
"<U+65C5>",2
"<U+65E2>",2
"<U+65E9>",2
"<U+65F6>",2
"<U+6625>",2
"<U+666F>",2
"<U+6691>",2
"<U+6696>",2
"<U+671B>",2
"<U+6797>",2
"<U+679A>",2
"<U+6807>",2
"<U+6837>",2
"<U+6839>",2
"<U+68D2>",2
"<U+6A2A>",2
"<U+6B32>",2
"<U+6B4C>",2
"<U+6B63>",2
"<U+6B69>",2
"<U+6BBB>",2
"<U+6CA2>",2
"<U+6D41>",2
"<U+6D5C>",2
"<U+6E0B>",2
"<U+6E80>",2
"<U+6EDE>",2
"<U+7070>",2
"<U+7075>",2
"<U+70BA>",2
"<U+7167>",2
"<U+72D7>",2
"<U+739B>",2
"<U+74B0>",2
"<U+74DC>",2
"<U+751C>",2
"<U+7533>",2
"<U+7570>",2
"<U+767C>",2
"<U+767E>",2
"<U+76BF>",2
"<U+76EE>",2
"<U+770B>",2
"<U+773C>",2
"<U+793C>",2
"<U+7A81>",2
"<U+7AAE>",2
"<U+7CFB>",2
"<U+7D00>",2
"<U+7D39>",2
"<U+7D66>",2
"<U+7D75>",2
"<U+7ECF>",2
"<U+8089>",2
"<U+821E>",2
"<U+827A>",2
"<U+82B1>",2
"<U+82BD>",2
"<U+83D3>",2
"<U+83DC>",2
"<U+8449>",2
"<U+8463>",2
"<U+866B>",2
"<U+8776>",2
"<U+8863>",2
"<U+8868>",2
"<U+888B>",2
"<U+899A>",2
"<U+8A70>",2
"<U+8B77>",2
"<U+8BF7>",2
"<U+8CAC>",2
"<U+8CBB>",2
"<U+8CEA>",2
"<U+8D1D>",2
"<U+8D74>",2
"<U+8D77>",2
"<U+8D8A>",2
"<U+8EFD>",2
"<U+8F66>",2
"<U+8FD8>",2
"<U+8FF7>",2
"<U+903C>",2
"<U+90C1>",2
"<U+90E8>",2
"<U+90FD>",2
"<U+914D>",2
"<U+91CC>",2
"<U+95EE>",2
"<U+9650>",2
"<U+9694>",2
"<U+96FB>",2
"<U+9752>",2
"<U+975E>",2
"<U+9811>",2
"<U+9A0E>",2
"<U+9E3F>",2
"<U+9F8D>",2
"<U+AC08>",2
"<U+AC8C>",2
"<U+AD74>",2
"<U+B0E5>",2
"<U+B108>",2
"<U+B140>",2
"<U+B2E8>",2
"<U+B530>",2
"<U+B85C>",2
"<U+B97C>",2
"<U+B9C8>",2
"<U+BAA8>",2
"<U+BB34>",2
"<U+BBF8>",2
"<U+BC14>",2
"<U+BC15>",2
"<U+BE0C>",2
"<U+BE5B>",2
"<U+BE60>",2
"<U+C0BC>",2
"<U+C11C>",2
"<U+C120>",2
"<U+C18D>",2
"<U+C218>",2
"<U+C2A4>",2
"<U+C640>",2
"<U+C744>",2
"<U+C7A0>",2
"<U+C801>",2
"<U+C810>",2
"<U+C815>",2
"<U+C9C4>",2
"<U+CC9C>",2
"<U+CD98>",2
"<U+CD9C>",2
"<U+D0A4>",2
"<U+D551>",2
"<U+D558>",2
"<U+D638>",2
"<U+D76C>",2
"<U+F0BE>",2
"<U+FB00>",2
"<U+FB02>",2
"<U+FFE5>",2
"<U+008B>",1
"<U+0099>",1
"<U+0133>",1
"<U+0183>",1
"<U+0252>",1
"<U+0254>",1
"<U+0259>",1
"<U+025F>",1
"<U+0268>",1
"<U+026A>",1
"<U+028A>",1
"<U+028E>",1
"<U+02D0>",1
"<U+02D9>",1
"<U+0323>",1
"<U+0325>",1
"<U+0391>",1
"<U+0392>",1
"<U+0394>",1
"<U+0399>",1
"<U+039C>",1
"<U+03A5>",1
"<U+03BE>",1
"<U+0402>",1
"<U+0415>",1
"<U+0416>",1
"<U+0424>",1
"<U+042F>",1
"<U+044A>",1
"<U+0458>",1
"<U+05B1>",1
"<U+05B5>",1
"<U+05B9>",1
"<U+05E5>",1
"<U+062B>",1
"<U+062C>",1
"<U+062E>",1
"<U+0635>",1
"<U+0637>",1
"<U+0639>",1
"<U+0730>",1
"<U+0909>",1
"<U+0914>",1
"<U+0917>",1
"<U+091A>",1
"<U+091F>",1
"<U+0920>",1
"<U+0921>",1
"<U+0924>",1
"<U+0927>",1
"<U+0939>",1
"<U+093C>",1
"<U+0948>",1
"<U+099C>",1
"<U+09AC>",1
"<U+09B0>",1
"<U+09B8>",1
"<U+09CD>",1
"<U+0B87>",1
"<U+0B99>",1
"<U+0B9A>",1
"<U+0BA8>",1
"<U+0BA9>",1
"<U+0BAE>",1
"<U+0BAF>",1
"<U+0BB4>",1
"<U+0BBE>",1
"<U+0BCA>",1
"<U+0BE7>",1
"<U+0E14>",1
"<U+0E1A>",1
"<U+0E1B>",1
"<U+0E23>",1
"<U+0E2A>",1
"<U+0E30>",1
"<U+0E31>",1
"<U+120B>",1
"<U+121D>",1
"<U+122B>",1
"<U+1233>",1
"<U+1265>",1
"<U+1274>",1
"<U+127D>",1
"<U+129D>",1
"<U+12A0>",1
"<U+12E8>",1
"<U+12F5>",1
"<U+1320>",1
"<U+1E5A>",1
"<U+1EA3>",1
"<U+1EA7>",1
"<U+1EAD>",1
"<U+1EB9>",1
"<U+1EC1>",1
"<U+1EC7>",1
"<U+1ECF>",1
"<U+1EDB>",1
"<U+1EDF>",1
"<U+1EE5>",1
"<U+1EE7>",1
"<U+1F0C>",1
"<U+1F15>",1
"<U+1F38>",1
"<U+1F40>",1
"<U+1F45>",1
"<U+1F84>",1
"<U+1FA0>",1
"<U+1FA7>",1
"<U+1FB3>",1
"<U+1FC7>",1
"<U+1FE5>",1
"<U+1FFE>",1
"<U+2012>",1
"<U+203B>",1
"<U+203D>",1
"<U+2109>",1
"<U+2116>",1
"<U+2120>",1
"<U+215C>",1
"<U+21D3>",1
"<U+2266>",1
"<U+2267>",1
"<U+2462>",1
"<U+24CB>",1
"<U+24D2>",1
"<U+25A1>",1
"<U+25BC>",1
"<U+25CA>",1
"<U+260E>",1
"<U+2622>",1
"<U+263B>",1
"<U+2654>",1
"<U+2660>",1
"<U+2663>",1
"<U+266C>",1
"<U+275D>",1
"<U+275E>",1
"<U+27A4>",1
"<U+3006>",1
"<U+3071>",1
"<U+3074>",1
"<U+307C>",1
"<U+3085>",1
"<U+309C>",1
"<U+30B2>",1
"<U+30BC>",1
"<U+30BE>",1
"<U+30C4>",1
"<U+30D8>",1
"<U+30DC>",1
"<U+30E6>",1
"<U+30FD>",1
"<U+30FE>",1
"<U+4E07>",1
"<U+4E1D>",1
"<U+4E26>",1
"<U+4E49>",1
"<U+4E50>",1
"<U+4E61>",1
"<U+4E73>",1
"<U+4E8E>",1
"<U+4E94>",1
"<U+4EA4>",1
"<U+4EA6>",1
"<U+4EAB>",1
"<U+4EAE>",1
"<U+4ECF>",1
"<U+4EEE>",1
"<U+4EF6>",1
"<U+4EFB>",1
"<U+4F1F>",1
"<U+4F26>",1
"<U+4F3C>",1
"<U+4F4E>",1
"<U+4F86>",1
"<U+4F9D>",1
"<U+5012>",1
"<U+5047>",1
"<U+505A>",1
"<U+505C>",1
"<U+5065>",1
"<U+507D>",1
"<U+50CD>",1
"<U+5149>",1
"<U+516D>",1
"<U+5171>",1
"<U+5173>",1
"<U+5174>",1
"<U+5176>",1
"<U+518D>",1
"<U+51FB>",1
"<U+5207>",1
"<U+522B>",1
"<U+5265>",1
"<U+52A8>",1
"<U+52AA>",1
"<U+52B1>",1
"<U+52B4>",1
"<U+533A>",1
"<U+5343>",1
"<U+5348>",1
"<U+534A>",1
"<U+5357>",1
"<U+535C>",1
"<U+5361>",1
"<U+5364>",1
"<U+5370>",1
"<U+5377>",1
"<U+53CA>",1
"<U+53CD>",1
"<U+53CE>",1
"<U+53D8>",1
"<U+53E5>",1
"<U+53EB>",1
"<U+53F6>",1
"<U+540E>",1
"<U+5410>",1
"<U+5417>",1
"<U+5426>",1
"<U+5434>",1
"<U+543C>",1
"<U+5468>",1
"<U+54AC>",1
"<U+54C0>",1
"<U+54E1>",1
"<U+54E6>",1
"<U+54EA>",1
"<U+55AA>",1
"<U+5606>",1
"<U+5618>",1
"<U+5632>",1
"<U+5642>",1
"<U+56DB>",1
"<U+56ED>",1
"<U+56F0>",1
"<U+5706>",1
"<U+570F>",1
"<U+5712>",1
"<U+5713>",1
"<U+5727>",1
"<U+5747>",1
"<U+57CB>",1
"<U+57CE>",1
"<U+584A>",1
"<U+5857>",1
"<U+5897>",1
"<U+5899>",1
"<U+58C1>",1
"<U+58EB>",1
"<U+5904>",1
"<U+5909>",1
"<U+590F>",1
"<U+5922>",1
"<U+5931>",1
"<U+5951>",1
"<U+5968>",1
"<U+596E>",1
"<U+5999>",1
"<U+59BB>",1
"<U+59D3>",1
"<U+59DA>",1
"<U+59FF>",1
"<U+5A5A>",1
"<U+5B69>",1
"<U+5B81>",1
"<U+5B85>",1
"<U+5B88>",1
"<U+5B89>",1
"<U+5B9E>",1
"<U+5BB3>",1
"<U+5BB9>",1
"<U+5BE9>",1
"<U+5BFA>",1
"<U+5BFB>",1
